prevalence_fraction	max_chromosome_count_fraction	dominant_chromosome_recurrence
0.9773123909249564	1.0	1.0
1.0	0.7249608292153791	0.9439775910364145
0.006980802792321117	1.0	1.0
0.9389179755671903	0.4692982456140351	0.5386819484240688
0.6561954624781849	0.925256472887152	0.6124661246612466
0.9267015706806283	0.821747572815534	0.4111111111111111
1.0	0.743665202432216	0.9943977591036415
0.8289703315881326	1.0	1.0
0.7975567190226877	0.9984278976704302	1.0
0.6230366492146597	1.0	1.0
0.62478184991274	0.999782561426397	1.0
0.18150087260034903	0.9581447963800905	0.8673469387755102
0.9144851657940664	0.9980260993529992	1.0
0.912739965095986	1.0	1.0
0.4467713787085515	1.0	1.0
0.9144851657940664	0.9999723764536891	1.0
0.8167539267015707	1.0	1.0
0.9912739965095986	0.540941512125535	0.9467787114845938
0.8603839441535777	0.6812767984754645	0.6081370449678801
0.8970331588132635	0.9477635782747604	0.7039274924471299
0.9842931937172775	0.6827180057236111	0.9235807860262009
0.956369982547993	0.6728962521466815	0.7838427947598253
1.0	0.4947991174259874	0.87117903930131
0.6143106457242583	0.9993579454253612	1.0
0.9895287958115183	0.8954369422461694	1.0
0.9581151832460733	0.9968992248062015	0.9799270072992701
0.8289703315881326	1.0	1.0
0.8132635253054101	0.9878100940975193	0.9977876106194691
1.0	0.5967109747784595	0.7270916334661355
0.7958115183246073	1.0	1.0
0.7958115183246073	0.9999921669995692	1.0
0.743455497382199	1.0	1.0
0.7975567190226877	0.9449241234955521	0.8607954545454546
0.9458987783595113	0.777044371103777	0.41
0.5741710296684118	0.9997176736307171	1.0
0.9842931937172775	0.738542839816339	0.9213973799126638
1.0	0.3399027872712083	0.5490196078431373
1.0	0.5966621952181804	0.9163498098859315
0.9790575916230366	0.7680133687211246	0.6619318181818182
0.7661431064572426	1.0	1.0
0.9598603839441536	0.6107576633892423	0.6095764272559853
0.912739965095986	0.9999502289468445	1.0
0.7958115183246073	1.0	1.0
0.8551483420593369	0.9956467384024646	0.9978118161925602
0.8726003490401396	0.6983002832861189	0.9839679358717435
0.006980802792321117	1.0	1.0
0.9965095986038395	0.4605017347211102	0.9039301310043668
0.6055846422338569	1.0	1.0
0.5148342059336823	0.9987577639751553	0.9965870307167235
0.450261780104712	1.0	1.0
0.9982547993019197	0.6882917436485106	0.9142857142857143
0.6212914485165794	1.0	1.0
0.518324607329843	0.9994715984147953	0.9966329966329966
0.9476439790575916	0.9385044397152712	1.0
0.9755671902268761	0.8502425222312046	0.9239130434782609
0.9075043630017452	0.8457300275482094	0.8386454183266933
0.7923211169284468	1.0	1.0
0.9650959860383944	0.829107505070994	0.8387755102040816
0.8097731239092496	0.9220252082888272	0.9830985915492958
0.6230366492146597	1.0	1.0
0.8167539267015707	1.0	1.0
0.7993019197207679	0.9956499916345993	0.9978070175438597
0.8586387434554974	0.9616737307241411	0.9971988795518207
0.9930191972076788	0.7928388746803069	0.9406474820143885
0.9930191972076788	0.45196821957385336	0.957983193277311
0.987783595113438	0.9376018246985989	0.9928443649373881
0.35776614310645727	1.0	1.0
0.9965095986038395	0.8849351919784788	0.9607142857142857
0.9755671902268761	0.6619207869531453	0.7787114845938375
0.8167539267015707	1.0	1.0
0.9773123909249564	0.9982162364872577	1.0
0.6893542757417103	0.99926614481409	0.9974554707379135
1.0	0.5748686514886164	0.9829059829059829
1.0	0.5804473635862576	0.8952991452991453
0.9982547993019197	0.4300287093030359	0.48179271708683474
1.0	0.609707180104292	0.9807692307692307
0.9912739965095986	0.9958554250003819	1.0
0.8010471204188482	0.9988915281076801	0.9978118161925602
0.8115183246073299	1.0	1.0
0.5706806282722513	1.0	1.0
0.9842931937172775	0.5907744392721117	0.6043010752688172
0.8150087260034904	0.9966265249284118	1.0
0.9895287958115183	0.6035538005923001	0.876750700280112
0.9982547993019197	0.5488572374958596	0.8179271708683473
0.43106457242582896	0.9976702045042712	1.0
0.9057591623036649	0.9927903052615432	0.9884169884169884
0.7958115183246073	1.0	1.0
0.6195462478184991	1.0	1.0
0.8167539267015707	1.0	1.0
0.9022687609075044	0.9328396322778345	0.8915187376725838
0.43455497382198954	1.0	1.0
0.6282722513089005	0.9963694122986159	1.0
0.7923211169284468	0.9991454817346721	0.9977924944812362
0.9493891797556719	0.9414783381032271	0.9633620689655172
0.7591623036649214	0.8837209302325582	0.8153846153846154
0.912739965095986	0.999801093983093	1.0
0.5741710296684118	0.8978583196046128	0.7932098765432098
0.7853403141361257	0.9997742153985099	1.0
0.9895287958115183	0.5589529766041232	0.6846307385229541
0.5305410122164049	0.9919163100332857	0.9732441471571907
0.9825479930191972	0.558255734726323	0.7374749498997996
0.794066317626527	0.9976693372177713	1.0
0.9965095986038395	0.42884585830643923	0.48214285714285715
0.038394415357766144	0.9907407407407407	0.9545454545454546
0.5741710296684118	1.0	1.0
0.7975567190226877	0.9993433472872035	1.0
0.5654450261780105	0.5815533980582525	0.44396551724137934
0.7923211169284468	0.9796349663784822	0.9889867841409692
0.7975567190226877	0.9953666164716785	0.9978021978021978
0.9930191972076788	0.9618754684794127	0.9956331877729258
0.006980802792321117	1.0	1.0
0.08726003490401396	1.0	1.0
0.8603839441535777	0.9995803608896349	1.0
0.9301919720767888	0.9490491058756741	0.9470588235294117
1.0	0.34620911615442174	0.6216730038022814
1.0	0.5626741839382388	0.8178571428571428
0.8848167539267016	0.793642093724308	0.5618661257606491
0.944153577661431	0.844671201814059	0.587360594795539
0.8691099476439791	0.9619269619269619	0.9087221095334685
0.8289703315881326	1.0	1.0
0.006980802792321117	1.0	1.0
0.13961605584642234	1.0	1.0
0.9633507853403142	0.9892993295648744	0.9980916030534351
0.43804537521815007	1.0	1.0
0.9267015706806283	0.96795317758219	0.9956331877729258
0.8551483420593369	0.9814277423099246	0.9956236323851203
1.0	0.8686933369283139	0.9934497816593887
0.5759162303664922	1.0	1.0
1.0	0.606291011352984	0.9019607843137255
0.006980802792321117	1.0	1.0
0.8464223385689355	0.8880826466609273	0.9915966386554622
0.849912739965096	0.5577557755775577	0.6392961876832844
0.7818499127399651	0.9139842393482035	0.9943977591036415
0.7347294938917975	0.7673130193905817	0.050970873786407765
0.3612565445026178	0.9031657355679702	0.7475728155339806
0.9336823734729494	0.634889434889435	0.37425149700598803
1.0	0.4905397210430564	0.9607843137254902
1.0	0.26900156821745946	0.4366812227074236
1.0	0.4277970288537414	0.7554585152838428
1.0	0.9533328288139706	1.0
1.0	0.7319319792158715	0.9781659388646288
0.006980802792321117	1.0	1.0
1.0	0.874205303194075	1.0
0.9162303664921466	0.9692576184722782	0.952112676056338
0.5462478184991274	0.9776094830424761	0.9318181818181818
0.5846422338568935	0.9862788144895719	0.9878048780487805
0.9860383944153578	0.5370527386806851	0.7640449438202247
0.8359511343804538	0.8621440796639178	0.9803921568627451
0.9982547993019197	0.81435	0.9934497816593887
0.62478184991274	1.0	1.0
0.6038394415357766	0.9955089820359282	0.9942196531791907
0.794066317626527	1.0	1.0
0.8359511343804538	0.9989269788182832	1.0
1.0	0.5613506394893577	0.9771863117870723
0.9092495636998255	0.9669071669071669	0.9978070175438597
0.8167539267015707	1.0	1.0
0.4223385689354276	1.0	1.0
0.9965095986038395	0.6012021589793916	0.9563318777292577
0.9493891797556719	0.7662037037037037	0.579295154185022
0.09075043630017451	0.9764705882352941	0.9615384615384616
0.9598603839441536	0.9409079300217086	0.9226519337016574
0.7958115183246073	1.0	1.0
0.5863874345549738	1.0	1.0
0.6108202443280978	1.0	1.0
0.5986038394415357	1.0	1.0
0.62478184991274	0.9999391394315623	1.0
0.6195462478184991	1.0	1.0
0.5951134380453752	0.9997267012845039	1.0
0.6090750436300174	1.0	1.0
0.6422338568935427	1.0	1.0
0.2582897033158813	1.0	1.0
0.008726003490401396	0.9962406015037594	1.0
0.6230366492146597	1.0	1.0
0.9808027923211169	0.9507362494586401	0.7623400365630713
0.9406631762652705	0.7450069670227589	0.9840637450199203
0.04363001745200698	0.9615384615384616	0.84
1.0	0.3523972602739726	0.5
0.581151832460733	0.9996822370511599	1.0
0.5462478184991274	1.0	1.0
0.5532286212914486	1.0	1.0
0.31413612565445026	1.0	1.0
1.0	0.6255131563514095	0.6714285714285714
0.34205933682373474	0.9994987468671679	1.0
0.9965095986038395	0.26471117509447545	0.40789473684210525
0.8638743455497382	0.9910846953937593	1.0
0.987783595113438	0.6625965428466348	0.8859315589353612
0.012216404886561954	0.98125	1.0
1.0	0.657436096049574	0.9790874524714829
1.0	0.5550451691930791	0.9943977591036415
0.9982547993019197	0.7657357018174351	1.0
0.8952879581151832	0.6743755781683626	0.9719887955182073
0.9773123909249564	0.7333984375	0.7535070140280561
0.7888307155322862	0.9938524590163934	0.9977728285077951
0.6928446771378709	0.9904557179707653	1.0
0.8342059336823735	0.8628218820458051	0.969187675070028
0.6212914485165794	0.9940462817344417	0.9941690962099126
0.5514834205933682	0.9949922958397535	0.9935691318327974
0.8237347294938918	0.9872343930159776	1.0
0.8621291448516579	0.9961917893665567	1.0
0.900523560209424	0.812093023255814	0.6433566433566433
0.9720767888307156	0.8966661855967673	0.9859943977591037
0.6352530541012217	0.999613996811278	1.0
0.041884816753926704	1.0	1.0
0.806282722513089	1.0	1.0
0.8184991273996509	0.999921875	1.0
0.9581151832460733	0.9707741964009373	1.0
0.5951134380453752	1.0	1.0
0.8272251308900523	1.0	1.0
0.9162303664921466	0.9950226244343892	1.0
0.006980802792321117	1.0	1.0
